vid	yid	start	end	raw-text	tokenized-text	gloss	split
hkKZ08VryRg-00:39:16.834-00:39:19.867	hkKZ08VryRg	00:39:16.834	00:39:19.867	I'M INFLUENCED BY IDEAS.	im influenced by ideas		valid
hkKZ08VryRg-00:39:26.500-00:39:30.033	hkKZ08VryRg	00:39:26.500	00:39:30.033	I LOOK AT OTHER POETS' STYLES.	i look at other poets styles		train
hkKZ08VryRg-00:39:30.033-00:39:32.734	hkKZ08VryRg	00:39:30.033	00:39:32.734	AND IT'S JUST AS IF SOMEBODY	and its just as if somebody		train
hkKZ08VryRg-00:39:32.734-00:39:34.667	hkKZ08VryRg	00:39:32.734	00:39:34.667	WOULD LOOK AT DIFFERENT	would look at different		train
hkKZ08VryRg-00:39:34.667-00:39:37.266	hkKZ08VryRg	00:39:34.667	00:39:37.266	AND LOOK AT THOSE AND MAKE	and look at those and make		train
hkKZ08VryRg-00:39:37.266-00:39:39.166	hkKZ08VryRg	00:39:37.266	00:39:39.166	I DO THE SAME THING AND LOOK	i do the same thing and look		train
hkKZ08VryRg-00:39:39.166-00:39:41.967	hkKZ08VryRg	00:39:39.166	00:39:41.967	SOME PEOPLE'S I LIKE AND SOME	some peoples i like and some		train
hkKZ08VryRg-00:39:41.967-00:39:44.400	hkKZ08VryRg	00:39:41.967	00:39:44.400	AND I HAVE TO JUDGE WHICH	and i have to judge which		train
hkKZ08VryRg-00:39:44.400-00:39:47.433	hkKZ08VryRg	00:39:44.400	00:39:47.433	I WANT TO TAKE IN TO	i want to take in to		train
hkKZ08VryRg-00:39:49.367-00:39:52.400	hkKZ08VryRg	00:39:49.367	00:39:52.400	I REALLY LIKE METAPHOR.	i really like metaphor		train
hkKZ08VryRg-00:39:52.400-00:39:54.233	hkKZ08VryRg	00:39:52.400	00:39:54.233	SOMEBODY'S REALLY GOOD	somebodys really good		valid
hkKZ08VryRg-00:39:54.233-00:39:55.667	hkKZ08VryRg	00:39:54.233	00:39:55.667	THAT STRIKES ME,	that strikes me		train
hkKZ08VryRg-00:39:55.667-00:39:58.100	hkKZ08VryRg	00:39:55.667	00:39:58.100	AND I WANT TO USE MORE	and i want to use more		train
hkKZ08VryRg-00:39:59.900-00:40:01.600	hkKZ08VryRg	00:39:59.900	00:40:01.600	RHYTHM.	rhythm		train
hkKZ08VryRg-00:40:01.600-00:40:05.500	hkKZ08VryRg	00:40:01.600	00:40:05.500	ELLA USES A LOT OF RHYTHM	ella uses a lot of rhythm		valid
hkKZ08VryRg-00:40:05.500-00:40:07.834	hkKZ08VryRg	00:40:05.500	00:40:07.834	AND I WONDER,	and i wonder		train
hkKZ08VryRg-00:40:07.834-00:40:10.166	hkKZ08VryRg	00:40:07.834	00:40:10.166	MORE IN MY WORK ALSO?	more in my work also		test
hkKZ08VryRg-00:40:10.166-00:40:14.600	hkKZ08VryRg	00:40:10.166	00:40:14.600	PATRICK HAS THIS INTERESTING	patrick has this interesting		test
hkKZ08VryRg-00:40:14.600-00:40:17.333	hkKZ08VryRg	00:40:14.600	00:40:17.333	OF DIFFERENT HANDSHAPES,	of different handshapes		train
hkKZ08VryRg-00:40:17.333-00:40:18.834	hkKZ08VryRg	00:40:17.333	00:40:18.834	YOU KNOW, HE'S GOT THE ONE IN	you know hes got the one in		valid
hkKZ08VryRg-00:40:18.834-00:40:21.834	hkKZ08VryRg	00:40:18.834	00:40:21.834	WITH THE ROCKET GOING UP AND	with the rocket going up and		test
hkKZ08VryRg-00:40:21.834-00:40:24.166	hkKZ08VryRg	00:40:21.834	00:40:24.166	VERY CAREFULLY CHOOSING	very carefully choosing		train
hkKZ08VryRg-00:40:24.166-00:40:26.467	hkKZ08VryRg	00:40:24.166	00:40:26.467	AND CONSTRUCTING THE POEMS.	and constructing the poems		train
hkKZ08VryRg-00:40:28.834-00:40:33.834	hkKZ08VryRg	00:40:28.834	00:40:33.834	PETER HAS A LOT OF MOVEMENT	peter has a lot of movement		train
hkKZ08VryRg-00:40:33.834-00:40:36.166	hkKZ08VryRg	00:40:33.834	00:40:36.166	SO HE'LL TALK ABOUT SOMETHING	so hell talk about something		train
hkKZ08VryRg-00:40:36.166-00:40:37.667	hkKZ08VryRg	00:40:36.166	00:40:37.667	IN THE U.S. AND SOMETHING	in the us and something		train
hkKZ08VryRg-00:40:37.667-00:40:39.467	hkKZ08VryRg	00:40:37.667	00:40:39.467	AT THE SAME TIME	at the same time		train
hkKZ08VryRg-00:40:39.467-00:40:41.333	hkKZ08VryRg	00:40:39.467	00:40:41.333	AND BE ABLE TO SWITCH FROM	and be able to switch from		valid
hkKZ08VryRg-00:40:41.333-00:40:42.834	hkKZ08VryRg	00:40:41.333	00:40:42.834	JUST IN HIS BODY.	just in his body		train
hkKZ08VryRg-00:40:42.834-00:40:46.200	hkKZ08VryRg	00:40:42.834	00:40:46.200	SO IT'S INTERESTING TO EDUCATE	so its interesting to educate		train
hkKZ08VryRg-00:40:46.200-00:40:48.834	hkKZ08VryRg	00:40:46.200	00:40:48.834	ABOUT THESE DIFFERENT TECHNIQUES	about these different techniques		train
hkKZ08VryRg-00:40:48.834-00:40:55.166	hkKZ08VryRg	00:40:48.834	00:40:55.166	RHYTHM AND SIMULTANEOUS	rhythm and simultaneous		train
hkKZ08VryRg-00:40:55.166-00:40:58.166	hkKZ08VryRg	00:40:55.166	00:40:58.166	REPETITION.	repetition		test
hkKZ08VryRg-00:40:58.166-00:41:01.734	hkKZ08VryRg	00:40:58.166	00:41:01.734	JUST A MYRIAD	just a myriad		train
hkKZ08VryRg-00:41:01.734-00:41:04.000	hkKZ08VryRg	00:41:01.734	00:41:04.000	THAT I'VE INCORPORATED IN	that ive incorporated in		train
hkKZ08VryRg-00:41:06.400-00:41:09.166	hkKZ08VryRg	00:41:06.400	00:41:09.166	ANOTHER INFLUENCE,	another influence		train
hkKZ08VryRg-00:41:09.166-00:41:11.233	hkKZ08VryRg	00:41:09.166	00:41:11.233	IS PETER...	is peter		train
hkKZ08VryRg-00:41:11.233-00:41:14.066	hkKZ08VryRg	00:41:11.233	00:41:14.066	PETER COOK.	peter cook		train
hkKZ08VryRg-00:41:14.066-00:41:16.567	hkKZ08VryRg	00:41:14.066	00:41:16.567	WE WORK TOGETHER.	we work together		train
hkKZ08VryRg-00:41:16.567-00:41:19.400	hkKZ08VryRg	00:41:16.567	00:41:19.400	AND ALSO KENNY LERNER	and also kenny lerner		train
hkKZ08VryRg-00:41:19.400-00:41:21.400	hkKZ08VryRg	00:41:19.400	00:41:21.400	THE THREE OF US WOULD COME UP	the three of us would come up		train
hkKZ08VryRg-00:41:21.400-00:41:23.166	hkKZ08VryRg	00:41:21.400	00:41:23.166	KENNY WOULD SUGGEST SOMETHING.	kenny would suggest something		train
hkKZ08VryRg-00:41:24.767-00:41:28.567	hkKZ08VryRg	00:41:24.767	00:41:28.567	HE HAD A STEVIE WONDER SONG THAT	he had a stevie wonder song that		train
hkKZ08VryRg-00:41:28.567-00:41:30.000	hkKZ08VryRg	00:41:28.567	00:41:30.000	I DIDN'T KNOW ANYTHING ABOUT IT,	i didnt know anything about it		train
hkKZ08VryRg-00:41:30.000-00:41:31.567	hkKZ08VryRg	00:41:30.000	00:41:31.567	BUT HE SHOWED ME THE LINES,	but he showed me the lines		train
hkKZ08VryRg-00:41:31.567-00:41:35.233	hkKZ08VryRg	00:41:31.567	00:41:35.233	AND THEN WE CHANGED THE LINES	and then we changed the lines		train
hkKZ08VryRg-00:41:35.233-00:41:38.367	hkKZ08VryRg	00:41:35.233	00:41:38.367	SO THAT THE STORY WAS MORE	so that the story was more		train
hkKZ08VryRg-00:41:38.367-00:41:40.600	hkKZ08VryRg	00:41:38.367	00:41:40.600	"AND KENNY SAID, ""WHY DON'T"	and kenny said why dont		test
hkKZ08VryRg-00:41:40.600-00:41:44.066	hkKZ08VryRg	00:41:40.600	00:41:44.066	"""IN YOUR POEMS, LIKE REORDER"	in your poems like reorder		train
hkKZ08VryRg-00:41:44.066-00:41:47.233	hkKZ08VryRg	00:41:44.066	00:41:47.233	SO THAT THE STORY IS TOLD IN	so that the story is told in		test
hkKZ08VryRg-00:41:47.233-00:41:48.900	hkKZ08VryRg	00:41:47.233	00:41:48.900	SO WE THOUGHT,	so we thought		train
hkKZ08VryRg-00:41:48.900-00:41:50.900	hkKZ08VryRg	00:41:48.900	00:41:50.900	SO WE HAD THIS ONE STORY,	so we had this one story		train
hkKZ08VryRg-00:41:50.900-00:41:53.400	hkKZ08VryRg	00:41:50.900	00:41:53.400	AND THEN WE MOVED THINGS AROUND.	and then we moved things around		train
hkKZ08VryRg-00:41:53.400-00:41:55.767	hkKZ08VryRg	00:41:53.400	00:41:55.767	WE LITERALLY DID, SO THERE WAS	we literally did so there was		test
hkKZ08VryRg-00:41:55.767-00:41:57.533	hkKZ08VryRg	00:41:55.767	00:41:57.533	OF CERTAIN OF THE ELEMENTS.	of certain of the elements		train
hkKZ08VryRg-00:41:57.533-00:41:59.567	hkKZ08VryRg	00:41:57.533	00:41:59.567	AND THEN THE LAST PART WOULD	and then the last part would		train
hkKZ08VryRg-00:41:59.567-00:42:01.166	hkKZ08VryRg	00:41:59.567	00:42:01.166	AND TIE IT IN	and tie it in		train
hkKZ08VryRg-00:42:01.166-00:42:02.800	hkKZ08VryRg	00:42:01.166	00:42:02.800	IN THIS REALLY NEAT WAY.	in this really neat way		train
hkKZ08VryRg-00:42:02.800-00:42:04.800	hkKZ08VryRg	00:42:02.800	00:42:04.800	AND I STILL USE THAT TECHNIQUE,	and i still use that technique		train
hkKZ08VryRg-00:42:04.800-00:42:06.300	hkKZ08VryRg	00:42:04.800	00:42:06.300	I STILL USE THAT IDEA SOMETIMES.	i still use that idea sometimes		train
hkKZ08VryRg-00:42:06.300-00:42:07.800	hkKZ08VryRg	00:42:06.300	00:42:07.800	IT WAS REALLY NICE.	it was really nice		test
hkKZ08VryRg-00:42:07.800-00:42:09.633	hkKZ08VryRg	00:42:07.800	00:42:09.633	"THAT POEM WAS CALLED ""HAMBURG,"""	that poem was called hamburg		train
hkKZ08VryRg-00:42:09.633-00:42:14.133	hkKZ08VryRg	00:42:09.633	00:42:14.133	AND THAT WAS ONE	and that was one		train
hkKZ08VryRg-00:42:14.133-00:42:16.800	hkKZ08VryRg	00:42:14.133	00:42:16.800	PETER AND I PERFORMED THAT	peter and i performed that		test
hkKZ08VryRg-00:42:16.800-00:42:18.467	hkKZ08VryRg	00:42:16.800	00:42:18.467	WE WORKED ON THAT.	we worked on that		valid
hkKZ08VryRg-00:42:18.467-00:42:20.967	hkKZ08VryRg	00:42:18.467	00:42:20.967	AND THAT WAS JUST AMAZING.	and that was just amazing		train
hkKZ08VryRg-00:42:23.967-00:42:25.967	hkKZ08VryRg	00:42:23.967	00:42:25.967	WE HAVEN'T DONE IT SINCE THEN.	we havent done it since then		train
hkKZ08VryRg-00:42:25.967-00:42:29.900	hkKZ08VryRg	00:42:25.967	00:42:29.900	THE OTHER ONE--I'M TRYING TO	the other oneim trying to		train
hkKZ08VryRg-00:42:33.467-00:42:35.233	hkKZ08VryRg	00:42:33.467	00:42:35.233	"UH, ""SMOKE..."""	uh smoke		train
hkKZ08VryRg-00:42:37.300-00:42:40.467	hkKZ08VryRg	00:42:37.300	00:42:40.467	"""BIG WORLD TO SMALL WORLD,"""	big world to small world		train
hkKZ08VryRg-00:42:40.467-00:42:41.967	hkKZ08VryRg	00:42:40.467	00:42:41.967	"""BIG WORLD, SMALL WORLD."""	big world small world		train
hkKZ08VryRg-00:42:41.967-00:42:43.467	hkKZ08VryRg	00:42:41.967	00:42:43.467	THAT WAS REALLY NEAT.	that was really neat		train
hkKZ08VryRg-00:42:43.467-00:42:44.800	hkKZ08VryRg	00:42:43.467	00:42:44.800	AND WE DID THAT.	and we did that		train
hkKZ08VryRg-00:42:44.800-00:42:46.200	hkKZ08VryRg	00:42:44.800	00:42:46.200	AND WHEN	and when		train
hkKZ08VryRg-00:42:46.200-00:42:47.667	hkKZ08VryRg	00:42:46.200	00:42:47.667	AND THAT WAS SO COOL.	and that was so cool		train
hkKZ08VryRg-00:42:47.667-00:42:51.900	hkKZ08VryRg	00:42:47.667	00:42:51.900	PEOPLE WERE COMPLETELY FLOORED	people were completely floored		train
hkKZ08VryRg-00:42:54.300-00:42:57.967	hkKZ08VryRg	00:42:54.300	00:42:57.967	NOW, LATER PETER AND I WORKED	now later peter and i worked		train
hkKZ08VryRg-00:42:57.967-00:43:00.467	hkKZ08VryRg	00:42:57.967	00:43:00.467	WE HAD THIS WORKSHOP	we had this workshop		train
hkKZ08VryRg-00:43:06.200-00:43:08.867	hkKZ08VryRg	00:43:06.200	00:43:08.867	WE FOUND THAT THE POETRY	we found that the poetry		train
hkKZ08VryRg-00:43:08.867-00:43:10.800	hkKZ08VryRg	00:43:08.867	00:43:10.800	IF WE TALKED	if we talked		train
hkKZ08VryRg-00:43:10.800-00:43:12.734	hkKZ08VryRg	00:43:10.800	00:43:12.734	BECAUSE CLASSIFIERS	because classifiers		train
hkKZ08VryRg-00:43:12.734-00:43:14.367	hkKZ08VryRg	00:43:12.734	00:43:14.367	OF SIGN LANGUAGE EXPRESSION.	of sign language expression		train
hkKZ08VryRg-00:43:14.367-00:43:17.967	hkKZ08VryRg	00:43:14.367	00:43:17.967	AND THEY'RE REALLY RICH IN	and theyre really rich in		train
hkKZ08VryRg-00:43:17.967-00:43:19.867	hkKZ08VryRg	00:43:17.967	00:43:19.867	THERE'S	theres		train
hkKZ08VryRg-00:43:19.867-00:43:21.367	hkKZ08VryRg	00:43:19.867	00:43:21.367	WITH CLASSIFIERS.	with classifiers		train
hkKZ08VryRg-00:43:21.367-00:43:22.600	hkKZ08VryRg	00:43:21.367	00:43:22.600	IF YOU'RE WALKING DOWN	if youre walking down		train
hkKZ08VryRg-00:43:22.600-00:43:24.033	hkKZ08VryRg	00:43:22.600	00:43:24.033	I'M WATCHING MYSELF	im watching myself		train
hkKZ08VryRg-00:43:24.033-00:43:26.367	hkKZ08VryRg	00:43:24.033	00:43:26.367	WALK DOWN THE STREET	walk down the street		train
hkKZ08VryRg-00:43:26.367-00:43:28.767	hkKZ08VryRg	00:43:26.367	00:43:28.767	THAT'S A GESTURE,	thats a gesture		test
hkKZ08VryRg-00:43:28.767-00:43:32.200	hkKZ08VryRg	00:43:28.767	00:43:32.200	OR YOU CAN SHOW SOMEBODY WALKING	or you can show somebody walking		train
hkKZ08VryRg-00:43:32.200-00:43:33.867	hkKZ08VryRg	00:43:32.200	00:43:33.867	YOU'VE GOT THE SURFACE,	youve got the surface		train
hkKZ08VryRg-00:43:33.867-00:43:37.533	hkKZ08VryRg	00:43:33.867	00:43:37.533	BUT WHAT'S THE SIGN THAT YOU'RE	but whats the sign that youre		train
hkKZ08VryRg-00:43:37.533-00:43:39.834	hkKZ08VryRg	00:43:37.533	00:43:39.834	YOU KNOW, SIGN LANGUAGE HAS	you know sign language has		train
hkKZ08VryRg-00:43:39.834-00:43:41.700	hkKZ08VryRg	00:43:39.834	00:43:41.700	AND SUCH RICHNESS.	and such richness		train
hkKZ08VryRg-00:43:41.700-00:43:43.200	hkKZ08VryRg	00:43:41.700	00:43:43.200	EVERYBODY KNOWS WHEN	everybody knows when		train
hkKZ08VryRg-00:43:43.200-00:43:44.700	hkKZ08VryRg	00:43:43.200	00:43:44.700	IF YOU MIME IT.	if you mime it		train
hkKZ08VryRg-00:43:44.700-00:43:46.200	hkKZ08VryRg	00:43:44.700	00:43:46.200	BUT IF YOU'RE GOING TO SHOW IT	but if youre going to show it		train
hkKZ08VryRg-00:43:46.200-00:43:48.200	hkKZ08VryRg	00:43:46.200	00:43:48.200	DIFFERENT ANGLES,	different angles		train
hkKZ08VryRg-00:43:48.200-00:43:50.033	hkKZ08VryRg	00:43:48.200	00:43:50.033	WITH YOUR HANDS LIKE THAT.	with your hands like that		train
hkKZ08VryRg-00:43:50.033-00:43:51.533	hkKZ08VryRg	00:43:50.033	00:43:51.533	YOU CAN SHOW THE TREES GOING BY.	you can show the trees going by		valid
hkKZ08VryRg-00:43:51.533-00:43:53.033	hkKZ08VryRg	00:43:51.533	00:43:53.033	THEN WE KNOW A PERSON'S WALKING.	then we know a persons walking		test
hkKZ08VryRg-00:43:53.033-00:43:56.000	hkKZ08VryRg	00:43:53.033	00:43:56.000	SO YOU'RE CHANGING FROM	so youre changing from		train
hkKZ08VryRg-00:43:56.000-00:43:58.867	hkKZ08VryRg	00:43:56.000	00:43:58.867	AND CLASSIFIERS HELP US	and classifiers help us		train
hkKZ08VryRg-00:43:58.867-00:44:02.767	hkKZ08VryRg	00:43:58.867	00:44:02.767	PETER WAS TALKING A LOT ABOUT	peter was talking a lot about		train
hkKZ08VryRg-00:44:02.767-00:44:04.800	hkKZ08VryRg	00:44:02.767	00:44:04.800	AND HOW THAT DEVELOPED	and how that developed		valid
hkKZ08VryRg-00:44:04.800-00:44:06.867	hkKZ08VryRg	00:44:04.800	00:44:06.867	IN THE SAME WAY THAT POETRY	in the same way that poetry		test
hkKZ08VryRg-00:44:08.767-00:44:10.867	hkKZ08VryRg	00:44:08.767	00:44:10.867	SO FILM, OF COURSE...	so film of course		train
hkKZ08VryRg-00:44:12.600-00:44:15.266	hkKZ08VryRg	00:44:12.600	00:44:15.266	"IF YOU THINK ABOUT ""THE MATRIX"""	if you think about the matrix		train
hkKZ08VryRg-00:44:15.266-00:44:16.934	hkKZ08VryRg	00:44:15.266	00:44:16.934	GOING BACKWARDS AND FORWARDS.	going backwards and forwards		train
hkKZ08VryRg-00:44:16.934-00:44:19.934	hkKZ08VryRg	00:44:16.934	00:44:19.934	I MEAN, THE IMAGERY AND HOW	i mean the imagery and how		train
hkKZ08VryRg-00:44:19.934-00:44:23.100	hkKZ08VryRg	00:44:19.934	00:44:23.100	AND HOW WE CAN SHOW THAT	and how we can show that		train
hkKZ08VryRg-00:44:23.100-00:44:25.767	hkKZ08VryRg	00:44:23.100	00:44:25.767	IT'S AMAZING,	its amazing		test
hkKZ08VryRg-00:44:25.767-00:44:27.600	hkKZ08VryRg	00:44:25.767	00:44:27.600	THAT WHOLE IDEA OF, YOU KNOW,	that whole idea of you know		train
hkKZ08VryRg-00:44:27.600-00:44:29.100	hkKZ08VryRg	00:44:27.600	00:44:29.100	WHEN NEO IS FLYING,	when neo is flying		train
hkKZ08VryRg-00:44:29.100-00:44:31.100	hkKZ08VryRg	00:44:29.100	00:44:31.100	AND HE SLOWS DOWN BUT SOMETHING	and he slows down but something		train
hkKZ08VryRg-00:44:31.100-00:44:32.767	hkKZ08VryRg	00:44:31.100	00:44:32.767	THAT'S A LOT OF PLAY.	thats a lot of play		test
hkKZ08VryRg-00:44:32.767-00:44:34.600	hkKZ08VryRg	00:44:32.767	00:44:34.600	YOU CAN PUT THAT IN	you can put that in		train
hkKZ08VryRg-00:44:34.600-00:44:37.266	hkKZ08VryRg	00:44:34.600	00:44:37.266	SO A LOT OF FILMIC STYLES	so a lot of filmic styles		train
hkKZ08VryRg-00:44:37.266-00:44:40.100	hkKZ08VryRg	00:44:37.266	00:44:40.100	PETER AND I, WOW, WHEN WE GET	peter and i wow when we get		valid
hkKZ08VryRg-00:44:40.100-00:44:43.233	hkKZ08VryRg	00:44:40.100	00:44:43.233	BUT WE LIVE SO FAR APART NOW.	but we live so far apart now		train
hkKZ08VryRg-00:44:43.233-00:44:45.700	hkKZ08VryRg	00:44:43.233	00:44:45.700	IT'S NICE TO BUMP INTO HIM	its nice to bump into him		valid
hkKZ08VryRg-00:44:45.700-00:44:47.433	hkKZ08VryRg	00:44:45.700	00:44:47.433	IT'S REALLY COOL WHEN WE DO.	its really cool when we do		valid
hkKZ08VryRg-00:44:47.433-00:44:49.767	hkKZ08VryRg	00:44:47.433	00:44:49.767	AND THEN IT ALWAYS KIND OF	and then it always kind of		valid
hkKZ08VryRg-00:44:49.767-00:44:51.767	hkKZ08VryRg	00:44:49.767	00:44:51.767	WE GROW MORE.	we grow more		train
hkKZ08VryRg-00:44:51.767-00:44:55.433	hkKZ08VryRg	00:44:51.767	00:44:55.433	I'VE TAUGHT WITH DEAF KIDS,	ive taught with deaf kids		train
hkKZ08VryRg-00:44:55.433-00:44:57.433	hkKZ08VryRg	00:44:55.433	00:44:57.433	HEARING KIDS, ADULTS, EVERYBODY.	hearing kids adults everybody		valid
hkKZ08VryRg-00:44:57.433-00:44:59.100	hkKZ08VryRg	00:44:57.433	00:44:59.100	AND I ALWAYS GET NEW IDEAS.	and i always get new ideas		train
hkKZ08VryRg-00:44:59.100-00:45:01.200	hkKZ08VryRg	00:44:59.100	00:45:01.200	AND IT ALWAYS SPARKS NEW IDEAS	and it always sparks new ideas		valid
hkKZ08VryRg-00:45:01.200-00:45:03.000	hkKZ08VryRg	00:45:01.200	00:45:03.000	WHEN I MEET DIFFERENT PEOPLE.	when i meet different people		train
hkKZ08VryRg-00:45:03.000-00:45:07.834	hkKZ08VryRg	00:45:03.000	00:45:07.834	I BELIEVE THAT EVERYTHING IN	i believe that everything in		valid
hkKZ08VryRg-00:45:07.834-00:45:10.500	hkKZ08VryRg	00:45:07.834	00:45:10.500	THE NEWS, CURRENT EVENTS,	the news current events		test
hkKZ08VryRg-00:45:10.500-00:45:14.100	hkKZ08VryRg	00:45:10.500	00:45:14.100	THERE'S NOT JUST ONE INFLUENCE	theres not just one influence		train
hkKZ08VryRg-00:45:36.000-00:45:37.400	hkKZ08VryRg	00:45:36.000	00:45:37.400	LET'S SEE.	lets see		train
hkKZ08VryRg-00:45:37.400-00:45:40.166	hkKZ08VryRg	00:45:37.400	00:45:40.166	WHEN I BECAME A VEGETARIAN,	when i became a vegetarian		train
hkKZ08VryRg-00:45:40.166-00:45:43.700	hkKZ08VryRg	00:45:40.166	00:45:43.700	IT WAS--LET'S SEE.	it waslets see		train
hkKZ08VryRg-00:45:43.700-00:45:45.333	hkKZ08VryRg	00:45:43.700	00:45:45.333	I WAS AT A POETRY FESTIVAL--	i was at a poetry festival		train
hkKZ08VryRg-00:45:45.333-00:45:46.734	hkKZ08VryRg	00:45:45.333	00:45:46.734	NO, NO.	no no		train
hkKZ08VryRg-00:45:46.734-00:45:52.834	hkKZ08VryRg	00:45:46.734	00:45:52.834	OH, IT WAS THE CLEARWATER	oh it was the clearwater		train
hkKZ08VryRg-00:45:52.834-00:45:55.000	hkKZ08VryRg	00:45:52.834	00:45:55.000	SOMEBODY WAS	somebody was		train
hkKZ08VryRg-00:45:55.000-00:45:57.967	hkKZ08VryRg	00:45:55.000	00:45:57.967	ABOUT ANIMAL RIGHTS	about animal rights		test
hkKZ08VryRg-00:45:57.967-00:46:00.066	hkKZ08VryRg	00:45:57.967	00:46:00.066	AND I TOOK ONE.	and i took one		train
hkKZ08VryRg-00:46:00.066-00:46:03.533	hkKZ08VryRg	00:46:00.066	00:46:03.533	AND THEY WERE LOOKING FOR	and they were looking for		train
hkKZ08VryRg-00:46:03.533-00:46:06.734	hkKZ08VryRg	00:46:03.533	00:46:06.734	PEOPLE WHO WOULD BECOME	people who would become		valid
hkKZ08VryRg-00:46:06.734-00:46:09.066	hkKZ08VryRg	00:46:06.734	00:46:09.066	AND IN THIS BROCHURE,	and in this brochure		train
hkKZ08VryRg-00:46:09.066-00:46:12.900	hkKZ08VryRg	00:46:09.066	00:46:12.900	NOW, I HAD NO AWARENESS OF WHERE	now i had no awareness of where		train
hkKZ08VryRg-00:46:12.900-00:46:17.400	hkKZ08VryRg	00:46:12.900	00:46:17.400	I DIDN'T REALIZE WE WERE EATING	i didnt realize we were eating		test
hkKZ08VryRg-00:46:17.400-00:46:20.233	hkKZ08VryRg	00:46:17.400	00:46:20.233	YOU KNOW, THEY TAKE THEM BEFORE	you know they take them before		test
hkKZ08VryRg-00:46:20.233-00:46:23.166	hkKZ08VryRg	00:46:20.233	00:46:23.166	AND THEN THEY PROCESS THEM,	and then they process them		train
hkKZ08VryRg-00:46:25.233-00:46:28.934	hkKZ08VryRg	00:46:25.233	00:46:28.934	SO I WANTED SOMEHOW TO CREATE	so i wanted somehow to create		valid
hkKZ08VryRg-00:46:28.934-00:46:32.066	hkKZ08VryRg	00:46:28.934	00:46:32.066	C-A-L-F, C-A-L-F	calf calf		train
hkKZ08VryRg-00:46:32.066-00:46:34.300	hkKZ08VryRg	00:46:32.066	00:46:34.300	FINGERSPELL THAT WORD	fingerspell that word		train
hkKZ08VryRg-00:46:34.300-00:46:36.400	hkKZ08VryRg	00:46:34.300	00:46:36.400	AND THAT'S HOW I CAME UP WITH	and thats how i came up with		train
hkKZ08VryRg-00:46:36.400-00:46:38.233	hkKZ08VryRg	00:46:36.400	00:46:38.233	OF THAT PARTICULAR POEM,	of that particular poem		train
hkKZ08VryRg-00:46:38.233-00:46:42.734	hkKZ08VryRg	00:46:38.233	00:46:42.734	BECAUSE I WANTED TO SHOW THAT	because i wanted to show that		train
hkKZ08VryRg-00:46:42.734-00:46:45.233	hkKZ08VryRg	00:46:42.734	00:46:45.233	I HADN'T KNOWN ANYTHING	i hadnt known anything		train
hkKZ08VryRg-00:46:45.233-00:46:47.066	hkKZ08VryRg	00:46:45.233	00:46:47.066	I DIDN'T KNOW	i didnt know		train
hkKZ08VryRg-00:46:47.066-00:46:48.834	hkKZ08VryRg	00:46:47.066	00:46:48.834	I DIDN'T KNOW IT CAME FROM	i didnt know it came from		test
hkKZ08VryRg-00:46:52.233-00:46:55.333	hkKZ08VryRg	00:46:52.233	00:46:55.333	SO IT REALLY HIT ME HARD	so it really hit me hard		valid
hkKZ08VryRg-00:46:57.800-00:47:00.133	hkKZ08VryRg	00:46:57.800	00:47:00.133	YEAH. IT'S A PRETTY	yeah its a pretty		train
hkKZ08VryRg-00:47:00.133-00:47:03.967	hkKZ08VryRg	00:47:00.133	00:47:03.967	A LOT OF PEOPLE ARE--HA HA!--	a lot of people areha ha		valid
hkKZ08VryRg-00:47:03.967-00:47:06.100	hkKZ08VryRg	00:47:03.967	00:47:06.100	AND A LOT OF THEM WERE INSPIRED	and a lot of them were inspired		train
hkKZ08VryRg-00:47:06.100-00:47:07.633	hkKZ08VryRg	00:47:06.100	00:47:07.633	SO I GUESS IT WORKED.	so i guess it worked		train
hkKZ08VryRg-00:47:07.633-00:47:10.567	hkKZ08VryRg	00:47:07.633	00:47:10.567	"""BOYCOTT VEAL"" IS THE TITLE"	boycott veal is the title		train
hkKZ08VryRg-00:47:16.133-00:47:18.900	hkKZ08VryRg	00:47:16.133	00:47:18.900	YEAH. YES.	yeah yes		train
hkKZ08VryRg-00:47:24.300-00:47:27.800	hkKZ08VryRg	00:47:24.300	00:47:27.800	I WANTED TO FINGERSPELL THE WORD	i wanted to fingerspell the word		train
hkKZ08VryRg-00:47:27.800-00:47:30.133	hkKZ08VryRg	00:47:27.800	00:47:30.133	YOU KNOW, SOMETIMES WITH	you know sometimes with		train
hkKZ08VryRg-00:47:30.133-00:47:31.967	hkKZ08VryRg	00:47:30.133	00:47:31.967	OR WORD ALONE STORIES,	or word alone stories		test
hkKZ08VryRg-00:47:31.967-00:47:33.800	hkKZ08VryRg	00:47:31.967	00:47:33.800	THEY'RE CUTE, THEY'RE FUNNY.	theyre cute theyre funny		train
hkKZ08VryRg-00:47:33.800-00:47:36.133	hkKZ08VryRg	00:47:33.800	00:47:36.133	THERE'S ONE ABOUT PIANO--	theres one about piano		train
hkKZ08VryRg-00:47:36.133-00:47:38.300	hkKZ08VryRg	00:47:36.133	00:47:38.300	AND THERE'S SOME WAY YOU DO THAT	and theres some way you do that		train
hkKZ08VryRg-00:47:38.300-00:47:39.800	hkKZ08VryRg	00:47:38.300	00:47:39.800	HOW YOU'RE PLAYING A PIANO.	how youre playing a piano		train
